userName,content,score,sentimen
Eka rojaksa,Sangat bagus,4,positif
Fizra Yusra,min tambahin metode pembayaran pake dana lah min,4,positif
Dkskt11 Hopealivedk,cs fast respon 👍🏻,4,positif
Slamet Eko Prasetyo,Metode kai pay sudah mulai oke. Lebih di tingkat kan lagi pelayanan nya agar dapat membantu dalam beraktivitas dan bersosialisasi.,4,positif
Muhammad Arifin,"Lumayanlah, kalau enggak punya KMT bisa pakai ini. Ganti stasiun walupun udah bayar tetap bisa diganti dan uang di refund. Mantap!!",4,positif
Pur Wanto,Tolong untuk ada fitur pembelian tiket LRT nya min,4,positif
Shatryo Blacksmit,Di pembayaran susah banget tinggal bayar aja muter muter mulu trus padahal wifi saya bagus jaringan nya ganti data sama aja apl nya perbaiki kai mau beli tiket Kreta susah amat naik lain nya aja klo lemot,4,negatif
Si Nona,Kenapa gak ada pembelian tiket lrt ?,4,negatif
M Rifqi,"Wahhh pekerjaanya ga ada profesi apoteker, yakali cuma DOKTER/PERAWAT/BIDAN",4,negatif
Argivaldo Kenzi,Kalau topup agak lama masuknya,4,negatif
Slamet Riadi,Bagus,4,positif
Ahmad Tabrizi,"Sekedar saran saja , mengenai pembayaran jgn hanya ovo dan shopee pay , tambahkan juga Metode DANa",4,positif
Dismas Tulolo,Membayar tiket dengan livin' mandiri lebih gampang daripada menggunakan kopra mandiri.,4,positif
Nurman Syah,sukses selalu kereta api Indonesia,5,positif
Cindy Sinuhaji,baik,5,positif
Ari Budiarto,cool,5,positif
Damn Yeah,ok madep,5,positif
Liana Yuli,sangat puas dgn layanan ini,5,positif
Qhara Azalia,luar biasa,5,positif
A Djonie,"sekarang fasilitas cukup bagus , tp gmn cara memperoleh railpoin, Krn sy sering menggunakan jasa KAI.",5,positif
agus pwt,Semua makin mudah,5,positif
Dekol Dekol,ok,5,positif
Yudelta,👍,5,positif
Agus Aja,mantap,5,positif
10_ Dwi Nur Azizah,Terimakasih KAI Akses,5,positif
Ezra Rahman,sangat membantu sekali,5,positif
Mujiati Ningsih,ok,5,positif
Heru 09,bagus,5,positif
Ahmad Wahyu,mantap,5,positif
Mega Gumelar,jgan error2 lagi yaaa. app terbaik buat booking kereta 😭,5,positif
hasan basri,mantapp,5,positif
Inno Tanto,"sangat puas , tapi mohon setiap kursi ditandai dengan laki ² atau perempuan.",5,positif
endro santoso,"bagus, cuma top up kurang cepat prosesnya",5,positif
ira defi,makin ok,5,positif
Sofan Channel (SOFAN),mantap banget tolong kasi BETA dong,5,positif
Dellon Davansyah,Works perfectly fine,5,positif
Toni Saputro,josss,5,positif
Salam Waras07,easy,5,positif
Dibang Pandjaitan - Operasi Pusat,good,5,positif
Erwan Syah,👍,5,positif
Sari Lestari,Oke,5,positif
ulli yuli,mantapppp,5,positif
Tri Hartanto,Sangat mudah pesan tiket,5,positif
Kopi Nescafe,baguss bangett,5,positif
Qoidul Khoir,baik,5,positif
Bawafy Bawafy,mudah N cepat,5,positif
Ahmad Lutfi (LUTFICUAN),"bagus, namun kadang delay yah ka..",5,positif
Willy Budiyanto,keren,5,positif
yudha java,Nomor 1 di kelas nya,5,positif
Suprianto Bwi,Mudah pakainya,5,positif
Adelina Bofe,aplikasi ini sangat membantu... 😍,5,positif
Muhammad Ihsan Azhar.S,"aplikasi bagus mudah di pahami, saran tambahkan keterangan di kelas kereta contoh: eksekutif mild steel, eksekutif new image, ekonomi 106,ekonomi kemenhub",5,positif
Aby ghally,ok top,5,positif
Maskan ranggalawe,goooods,5,positif
Puji Astuti,mantap,5,positif
Alfarisih Muhammadsalman,mantap,5,positif
Siti Akromah,bepergian lebih nyaman dngan kai,5,positif
SASA TASLIM,memudahkan sekali,5,positif
yeni miharja,ok banget,5,positif
asep dani,mudah...tapi biaya transfernya dan top punya tolong dikurangi,5,positif
spujiastutik Aisyah,naik kereta lebih praktis,5,positif
Alfarisi Mo,"sangat mudah , terima kasih ..",5,positif
Sasanti Ni Made,praktis dan mudah digunakan,5,positif
Margono Margono,semakin bagus,5,positif
Nur Taohid,"aplikasi access kai sangat membantu saya sebagai pelanggan, semoga kedepan bisa lebih mudah, lebih baik dan ada promo serta diskon",5,positif
Pirman 56,terimakasih sangat membantu,5,positif
ratnawati salamun,alhamdulilah lancar,5,positif
Rahma Ilahi,trimakasih KAI,5,positif
ayi fatkhurohman,oke,5,positif
Hari Susanto sh,ok,5,positif
Arief Mulyono,lebih mudah dapat tiket,5,positif
Fendi Usmantoro,saya puas dengan pelayanan KAI dan pertahankan,5,positif
Anjar 18_01,KAI Acces sangat mempermudah sy dlm pembelian tiket karena sy lumayan sering mengunakan Kereta Commuter line,5,positif
Agung Ismail,jadi mudah pesen tiket kereta,5,positif
Joko T'Riyono 24,okee,5,positif
Poniyem Niyem,sangat membantu,5,positif
Adhiptya Elgontory,josgandos,5,positif
Qamira Nur syifa,M A N T U L T O P,5,positif
effriandy effendy,ok,5,positif
Ilhammeth Selamat,pesan & bayar pakai Kapay gampang asal ada saldonya,5,positif
Anin Rusdiana Channel,sangat membantu dalam proses pesan tiket,5,positif
Adi Assegaf,sangat berguna.. thanks KAI,5,positif
Al Ghifary Hermansyah,bagus deh,5,positif
Rudy Purwanto,mantap,5,positif
Gunsek Isek,puas banget,5,positif
maulidina khasanah,pelayanan baik,5,positif
ahmad hasni,baik,5,positif
Endro Miftahul Huda,mantab KAI,5,positif
Sofiyan mardiyanto Sofiyan,sangat baik,5,positif
tewel abadi,mantap,5,positif
Nalendra Endra,mau nanya apakah ada kereta pramek yang melewati stasiun masaran? kalau ada yang kejurusan jogja karta kalau ada apakah bisa beli tiket di stasiun masaran juga naik dari stasiun masara sragen?,5,positif
Sis Woyo,mudah dsetiap perjalalanan,5,positif
Anton Antok,mantap cuma kenapa kalo mau top up susah,5,positif
dessy desma,"sejauh ini gak pernah ada kendala dengan pengunaan applikasi nya, bagus gak berat juga .",5,positif
AHLI KUNCI SURABAYA 24 JAM,nice,5,positif
Nabilla Putri,sudah diupgrade tapi kok tampilan untuk kursi laki dan perempuan tidak muncul ya,5,negatif
Tata Shintaa,bagus,5,positif
Chandra Kuppa,Good,5,positif
Riski Ramadani Iki,Jagan banyak update,5,negatif
yoniva darmawan,Maju terus KAI,5,positif
AR Family,oke,5,positif
Akay Fahli,good management,5,positif
Bachtiar Rifa'i,baik,5,positif
Heksa Dewantoro,cukup puas,5,positif
Pujik Ant,membantu,5,positif
Denny Setyantoro,"Pemesanan tiket , penjadwalan ulang, pengembalian dana melalui aplikasi KAI Access, mudah, cepat, dan akuntabel. Mantap pokoke.",5,positif
Sabrina Nisaul,oke,5,positif
Ade suheri,cepat dan praktis,5,positif
asepno vipen,ok,5,positif
Rino Oktaviana,bagus,5,positif
Apple Id gaming,terbaik selalu dapet harga promo,5,positif
Achmad Saiful,Alhamdulillah lancar,5,positif
Khoiror Rohman,membantu,5,positif
Varëll 19,"alhamdulillah, bisa mencapai tujuann hingga kerumah",5,positif
Periksa Surat,Sudah komplit sekarang,5,positif
Setyo Mulyaningsih,good,5,positif
Herman Eman,"agak ribet min,cuba kaya Traveloka",5,negatif
Purwantoro,"goodJob, thank",5,positif
Yeni Purwanti,ok,5,positif
Nana Rusmana,bagus,5,positif
Je Ye,mudah pesan tiket KAI,5,positif
Andreyas Bagus Fareno,"akses mudah, mantapp",5,positif
Cah Sukoharjo WHS,Simpel,5,positif
Mas Ma'ruf,top,5,positif
Ghea Sebastian,👍,5,positif
Andi Wasito,Best of the best,5,positif
KURNIAWAN channel,"alhamdullilah, selesai. mudah di akses makin suksek selalu. PT KAI",5,positif
Riko Wahyudi,bagus,5,positif
Assafaalaika@gmail.com Assafa,sangat memuaskan,5,positif
Idham Septian,ok,5,positif
Pendi,keren,5,positif
Ade Firman Arief,Cukup Membantu dalam perjalanan saya...,5,positif
Dahler Rajagukguk,bagus,5,positif
Pramudya Yuda,sangat membantu,5,positif
DWI ERNIA,oke,5,positif
fathur rohman,"pelayan bagus, tepat waktu",5,positif
Aa Mahyar,ok,5,positif
martin sihombing,mantoel,5,positif
Farrel Adhitama,transaksi di permudah,5,positif
Rafli Aditya,mantap👍🏻😎,5,positif
Afriza Rahman,Mantap adminnya fast respon dan peduli dengan ulasan di google playstore,5,positif
Nanik Sukarni,"Trimakasih untuk pelayanan KAI yang sangat membantu warga yang menengah dan nyaman bersih, semoga selalu di perbaharui setiap waktu 🙏🙏🙏🥰🥰",5,positif
Dimas HS,mudah digunakan,5,positif
yenny helena,good,5,positif
Choyr Sudarmono,bagus,5,positif
Saraa Hartati,good,5,positif
Khoirul Syafii,bagusss,5,positif
Sapto Wuryantoro,ok,5,positif
Siti Yuliani,"sangat membantu sekali dengan adanya aplikasi KAI access, trus tingkatkan pelayanan dengan berbagai informasi bagi kami pengguna jasa KAI access",5,positif
Astrid Karmelya,"bagus,, tapi untuk LOKAL tolong dong adain PEMBATALAN PESANAN yang sudah di bayar,, karena udah pesen tiket tapi mau ganti jadwal dan mau batalin pesenan gk bisa,, jadi harus beli tiket lagi tanpa bisa batalin pesanan sebelumnya.🙏🏻😞",5,negatif
Yuniati Atik,bismillah semoga selamat sampai tujuan,5,positif
Jamaludin Kotabumi,"aplikasinya bagus dan mudah digunakan tapi saran saya tolong ditambahkan fitur pengingat untuk pemesanan tiket biar tahu tersedia atau habis jadi nggak harus pantau terus seharian, terima kasih",5,positif
Arief Al-husni,Setiap pesan tiket di tanggal merah pasti aplikasi EROR. Sampek kehabisan tiket.,5,negatif
Rahmansyah Dayana,Baik,5,positif
fatur rohman,mantap,5,positif
Ichat Ludwig,mempermudah sekali,5,positif
Muhammad Fariz,tidak bisa dibuka,5,positif
Dedek Dedek,"mantap,mudah",5,positif
Ahmad Riskon,udah lama suka banget sama tranportasi satu ini tapi agak susah buat pakai karena seringnya pakai kendaraan pribadi. semoga aja tahun ini ada kesempatan kerja di KAI... aamiin... makasih doanya buat yang udah baca sehat selalu,5,positif
Bayu tri Wahyudi,good,5,positif
utami nurtri,sangat puas,5,positif
Priadia,ok,5,positif
edwin imam,mantap,5,positif
Dimas Mangkupraja1,keren KAI cukup responsif terhadap keluhan pengguna nya,5,positif
Ganjar Kristanto Samuel,"praktis, mudah & cepat dapat tiket",5,positif
khoirul huda,baik,5,positif
Eka Wahyu,bagus,5,positif
Cipto Harsono,sangat simple dan cepat dalam mendapatkan tiket,5,positif
Ibrahim Sidik,1 kata aja 👍,5,positif
Fandi Gunawan,kereeen,5,positif
Jarot Sugiarto,KAI ok!!!,5,positif
simplecreativeworks,bagus,5,positif
Rizki Amaludin,keren,5,positif
umbaran satrio,semakin baik pelayanannya . Perlu musholla disetiap ka . Mayoritas penduduk Indonesia Islam . Matarmaja Ambarawa belim ada musholanya,5,positif
Rohendra,"luar biasa ok banget ,semakin mudah",5,positif
Zainul Maarif Zainul,ok,5,positif
Abi Mas'ud,lancar jaya,5,positif
Rudi Prasetyo,memudahkan,5,positif
aqila anime,Sangat membantu untuk kami yang mesti sering perjalanan dengan kereta,5,positif
khoerul umam,mantap,5,positif
Yanto Ganteng,sangat praktis. luar biasa PT. KAI,5,positif
Jogo Suroboyo,Sangat 👍,5,positif
Anggono Prasetyo,bagus,5,positif
Nopal Ahmad,mantap,5,positif
MUHAMMAD DENDI UBAIDAH,jos,5,positif
Eneng Karmini,oke,5,positif
emil salim,"Sangat membantu sebagai salah satu transportasi, nyaman dan murah",5,positif
Sigit S,semakin baik!,5,positif
Nur Azizah,Masyaallah aplikasi yg mudah,5,positif
Dwi Indarto,"bagus,cepat, efisien",5,positif
Joshua Lie,it's help,5,positif
najma zein,"nyaman, menyenangkan",5,positif
Ganyang Penghalang,jos,5,positif
Deni Iswanto,nyaman,5,positif
wahyu yanti,ok,5,positif
Kang Arif Cukur,sangat baik,5,positif
Bro Misral,nice,5,positif
Elle solihat,sangat membantu karena lebih mudah dan cepat,5,positif
Rizki Nugroz,mantap,5,positif
achmad zulfikri,Simple dan mudah,5,positif
Munawir Nurali,manfaat dan berguna banget,5,positif
Nur Suyanti,sanggat membantu kami para penguna KAI.terimakasij kai,5,positif
Dedy Styanto,aplikasi nya bagus,5,positif
Rida Farida,kenapa sering gagal login,5,positif
Andri Setiyanto,ok,5,positif
Ferdinand Heumasse,sangat bermanfaat,5,positif
Taufiq Sholihin,mudah,5,positif
Widi Widwid,mantap,5,positif
Panji Agustian,sangat puas,5,positif
Taufik Syah,keren jangan sering loading lama ya,5,positif
Rizki Setia Rini,"Aplikasinya patut dikasih bintang 5 karna pesan tiket jadi lebih mudah, dan apalagi ketika orang tua, keluarga atau lansia. kita bisa pesankan tiket nya, bisa mantau sampai mana, bisa pesan makanan juga biar mereka engga bingung cari gerbong restorasi 😍 terimakasih access by kai",5,positif
Dwi B Nw,bagus dan memudahkan beli tiket,5,positif
marlina tarigan,ok...,5,positif
Moch Fachrudi,membantu dg banyak pilihan kereta,5,positif
Rizaloppo,sangat memuaskan saya,5,positif
BANK JHON,"apk nya bagus...tapi karyawan pintu masuk KAI nya bikin kesal...masak anak umur 2thn kurang di suruh keluar lagi n bayar,..apa seperti tu peraturan nya...",5,negatif
yanto rusdiyanto,mudah d memudahkan,5,positif
Salman Calz,"sangat terbantu dengan Aplikasi ini, terima kasih,.",5,positif
laila iskandar,"sebelumnya sy blm bs menggunakan dan manfaat dari pembayaran, dan sdh lama uang mengendalikan, tp alhamdulillah, hr ini 11-04-2025 uang sdh bs di gunakan ,,tksh",5,positif
Jimbon Srong,𝐠𝐨𝐨𝐝,5,positif
Nur Fauzi Zaahirah,sangat membantu,5,positif
Dhena Arya Putra,Good,5,positif
Sri Wahyuni,I love it,5,positif
Nurma mitzuhu nurika,bagus,5,positif
Kristanto Pelangi,Tepat waktu,5,positif
Lia Arora,sangat membantu sekali dlm perjalanan jauh,5,positif
hariyadi wibowo,good alll,5,positif
Galang Langgeng,semakin bagus kai..,5,positif
Eni Astuti,ok,5,positif
Yayuk Indarwati,kai👍,5,positif
Mukry Jono,sangat membantu,5,positif
Kripang UpLik By. Mommys Jagung,TOP banget KAI sukses ya,5,positif
Windy Astuti,Sangat membantu,5,positif
Supri Yanto,super membantu sangat diperlukan...semoga srmakin baik mrlaiano,5,positif
Imam Masud,bagus,5,positif
Candra Agusta,semoga sukses,5,positif
Arjuna 17,mantuuuul,5,positif
dicky yulianto,ok,5,positif
Nafisah,sangat tepat waktu dan ekonomis,5,positif
Umar Zaeni,keren nih aplikasi pesen tiket oke...pas pesen makanan juga cepet..fast respon...kru restonya..pokoknya the Best dech..,5,positif
Nugroho Wibowo,praktis dan cepat,5,positif
Khoerus sifa,mantap,5,positif
aryo lukito,TOP,5,positif
Reza Rizky,bagus,5,positif
Masab Masab,"Mantap,kai indonesis",5,positif
Sugeng Riadi,lancar,5,positif
Khafid Murtofik,Sekarang jadwal KRL nya ga dicantumin jam kedatangan di setiap stasiun. Padahal menurut saya itu sangat membantu kalau dicantumin. Karena bisa dijadikan patokan membuat rencana perjalanan. Mohon maaf saya kasih rating rendah Mohon perbaikan agar jadwal KRL bisa dicantumkan jam kedatangan pada setiap stasiun Terimakasih,5,positif
tawin lintang,sangat membantu,5,positif
Deddy Is,mantap,5,positif
Nunik Rudianti,good job.. 👍👍,5,positif
Raka Permadie,"terbaik, terimakasih",5,positif
sutiman timan,siiip,5,positif
Budi Wahyu,oke,5,positif
Budi Rinaldi,mantabbb,5,positif
Ery Murwanti,"KAI semakin didepan nda ingin ke lainnya kecuali ke LN yg tdk bisa dgn KAI. Sayangnya ada beberapa daerah yg blm bisa pakai KAI contoh dr semarang ke yogyakarta. (Itu setau saya, nda tau kalo sebenarnya ada tapi sayanya yg nda tau)",5,positif
PRAYOGI WIDODO,"pelayanan yg semakin bagus, segera utk mengganti semua gerbong ekonomi lama ke new generation..👍",5,positif
Maripa Tul,ok bagus aplikasinya kai pay tapi telalu banyak update kalao yg tau bagi yg g tau susah,5,negatif
Salsabila Azzarah Jasmine,bagus,5,positif
Saifullah Buchri,makin keren,5,positif
Iman Hidayat,mantul aplikasi ini,5,positif
arif darmawan setianto,mantap,5,positif
irfanov fao,baik,5,positif
Doni Tri Prasetio,keren,5,positif
Atik Ningsih,luar biasa,5,positif
Iwan Tama,good,5,positif
Maz Dirja24,kadang aplikasi nya lemott kalo di gunakan,5,positif
rendi juni,Sangat memuaskan sekali,5,positif
Arafat Ferdiansyah,ok,5,positif
Bang Sabeni,sangat ok,5,positif
Muhammad Murtadlo,Alhamdulillah,5,positif
Achmad Tri,Lemottt,5,negatif
Sri Herwati,mantap dan terpercaya,5,positif
Arin Setiawati,app keren... perjalanan makin mudah,5,positif
Suwadi wadi,siip,5,positif
Achmad Darojat 90,bagus,5,positif
Rozi Zedenk,gampang dan mudah bayar tanpa ribet apalagi suasana urgent,5,positif
Chandra Hebat,mantul,5,positif
Mahfud_ Dhn,jos,5,positif
Agus Santoso Effendi,dimudahkan,5,positif
Andika Cahya Widyananda,"Mau login dengan email dan nomor hp, kok gagal terus sih? Padahal udah bener",5,negatif
Rehan maulana,"lumayan bagus aplikasi nya pesan tiket jadi gak ribet, cuma saran untuk KAI aktivitas akun KAI jangan cuma pake kode otp lewat SMS, harus nya email di Adain, karena gak semua orang no hp nya masih aktif, jadi untuk mempermudah aja, semoga admin KAI Adain fitur kirim kode otp lewat email.",5,positif
Achmad Yogi,keren,5,positif
Eko Suharno,klik2 pilih selesai bayar dapat tiket tidak ribet,5,positif
haryanto ryant,pelayanan nya Okay,5,positif
Rucmaryeni (Yeni),sangat berguna sekaali mempermudah membely karcis,5,positif
Sulistiyo,sangat membantu,5,positif
Nuril Arifin,isi saldo harus lebih cepet masih kalo top dr virtual account memudahkan hatur nuhun,5,positif
Yuniar Tiga80,ok,5,positif
Asiyah Ningsih,mempermudah pemesanan,5,positif
Luthfian Taqwa Ginanjar,bagus... sangat bermanfaat... tambahkan fitur2 lainnya... semoga kedepannya lebih baik lagi... amin yallah,5,positif
Carel Sinatra,good,5,positif
ahmad adis tia,mantul,5,positif
Mochamad Agus Zainny,siap mudah transaksi pembayaran lewat internet bunking👍.,5,positif
Dadi Suryadi,sangat terbantu dalam perjalanan semakin terkendali sesuai kemampuan,5,positif
Bintang 01,sangat bagus,5,positif
AFGAN_ OFFICIAL04,pelayanan ramah bagus bersih keretanya,5,positif
yusak tobing,oke,5,positif
Anda Sanusi,bagus,5,positif
Santri Gaming,"untuk saat ini bagus banget, cuman 1 hal , soal makanan di kereta itu sangat mahal. andai harga food di kereta itu normal pasti rame yng beli ... simpel nya nasi goreng Haraga 25 rb , untung nya 10 rb tp yng beli hanya 10 orang .. coba ubah menjadi harga normal 16 rb .. yang beli pasti lebih banyak bisa puluhan orang, pasti untungnya juga lebih banyak ...",5,positif
Yanuar Priyana,Mantaaab,5,positif
Sutisna Jatibarang,Bagus utk pesen tiket secara online cuma ini egk bisa ke buka Access by KAI nya kenapa,5,negatif
Bambang Mujianto,Semoga layanan KAI lebih baik dan lebih baik...sukses selalu KAI...💛,5,positif
Andi Rohman,sangat memuaskan,5,positif
rhizak “dana” danandayak,good enough,5,positif
Ade Sumirat,mantap,5,positif
Dadan Nudrajat,mantap,5,positif
Rusma Yanti,sangat membantu sekali dengan adanya kai ini,5,positif
Moch Fadil Fadil,terima kasih Access by KAI,5,positif
Blang Konn,ok mantap,5,positif
Narti Battaya,terimakasih KAI,5,positif
Hidd XD,bagus pelayanan nya,5,positif
